Date,HAPP artefact number,Flake Type,Mass (g),Max Length (mm),Block Length (mm),Perc Lenth (mm),Prox Width (mm),Med Width (mm),Dist Width (mm),Prox Thickness (mm),Med Thickness (mm),Distalness of Max W (mm),Dist Thickness (mm),Distalness of Max Th (mm),Plat Width (mm),Plat Thickness (mm),Int Plat Angle,Ext Plat Angle,Plat surface,Overhang removal,Initiation,Bulb of percussion,Erailure scar,Termination,Raw Material,Dorsal Cortex (%),Platform Cortex (%),Dorsal Scars,Parallel Scars,Dorsal Terminations,Aberrant Terminations,Rotations,Cortex Location,Plat Preparation,Non-plat Cortex (%),Longest Face (mm),FS1 Length (mm),FS1 Prox Wid (mm),FS1 Med Wid (mm),FS1 Dist Wid (mm),FS1 Plat Angle,FS1 Termination,FS2 Length (mm),FS2 Prox Wid (mm),FS2 Med Wid (mm),FS2 Dist Wid (mm),FS2 Plat Angle,FS2 Termination,FS3 Length (mm),FS3 Prox Wid (mm),FS3 Med  Wid (mm),FS3 Dist Wid (mm),FS3 Plat Angle,FS3 Termination,FS4 Length (mm),FS4 Prox Wid (mm),FS4 Med Wid (mm),FS4 Dist Wid (mm),FS4 Plat Angle,FS4 Termination,FS5 Length (mm),FS5 Prox Wid (mm),FS5 Med Wid (mm),FS5 Dist Wid (mm),FS5 Plat Angle,FS5 Termination,Square,HAPP Bag,Artefact Class,S1 invas,S1 angle,S2 invas,S2 angle,S3 invas,S3 angle,S4 invas,S4 angle,S5 invas,S5 angle,S6 invas,S6 angle,S7 invas,S7 angle,S8 invas,S9 invas,S9 angle,S10 invas,S10 angle,S12 invas,S12 angle,S14 invas,S14 angle,S16 invas,S16 angle,S15 invas,S15 angle,S13 invas,S13 angle,S11 invas,S11 angle,S8 angle,S1 depth,S2 depth,S3 depth,S4 depth,S5 depth,S6 depth,S7 depth,S8 depth,S9 depth,S10 depth,S11 depth,S12 depth,S13 depth,S14 depth,S15 depth,S16 depth,Retouch1 L (mm),Retouch2 L (mm),Retouch3 L (mm),Total perimeter (mm),R6 depth of retouch (mm),R3 retouch baseline (mm),Scars,Terminations,Recent Damage?,Non-conchoidal fracture planes,HAPP artefact number,comments...,S1 T1,S1 T2,S2 T1,S2 T2,S4 T1,S4 T2,S6 T1,S6 T2,S8 T1,S8 T2,S7 T1,S7 T2,S5 T1,S5 T2,S3 T1,S3 T2,S9 T1,S9 T2,S10 T1,S10 T2,S12 T1,S12 T2,S14 T1,S14 T2,S16 T1,S16 T2,S15 T1,S15 T2,S13 T1,S13 T2,S11 T1,S11 T2,Core geometry,II,GIUR A,RPI,RCI,Auto_Every_2_of_Excavation Unit,Auto_Every_3_of_Excavation Unit,Auto_Every_2_of_Excavation Un_2,Auto_Every_3_of_Excavation Un_2
11/30/05,U5,Complete,1.73,19.64,19.61,19.59,18.84,21.76,12.35,3.47,2.8,7.2,1.68,,12.72,3.69,60,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,40,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U6,Complete,1.23,17.5,17.46,17.46,14.2,19.88,13.36,2.64,3.06,10.42,1.33,,5.61,0.92,40,120,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U7,,0.64,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U8A,,1.06,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U8B,Trans Prox,9.07,31.15,29.7,29.25,28.95,35.82,21.38,7.58,6.06,18.02,4.15,,23.43,6.3,70,120,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,80,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U9,Complete,1.26,15.82,15.68,15.68,14.42,23.63,12.97,3.3,3.89,8.85,2.16,,11.55,3.73,50,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,60,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U10,Complete,5.76,31.24,31.23,31.23,24.08,31.35,20.52,6.26,5.91,16.07,2.75,,21.3,5.4,80,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U11,Trans Prox,3.33,24.73,16.44,16.42,24.24,31.22,33.59,4.52,4.07,12.73,2.9,,17.99,3.94,80,110,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,30,100,1,0,0,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U12,Complete,17.1,36.37,34.76,25.69,51.85,44.97,26.13,8.96,6.29,14.73,2.16,,43.59,7.67,80,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,40,100,1,0,0,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U13,Complete,3.1,26.84,16.02,15.97,20.23,26.73,29.73,4.67,3.37,14.28,0.94,,10.57,4.23,60,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,1,0,0,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U14,Complete,14.49,35.69,32.19,32.16,40.43,43.8,28.46,6.79,7.42,18.91,3.92,,30.68,4.44,90,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,30,100,2,1,2,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U15A,Long L,1.21,30.89,30.87,30.85,9.63,9.04,5.93,3.4,4.24,3.61,2.08,,8.31,2.8,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U15A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U15B,Long R,8.47,31.8,31.24,31.23,20.23,27.93,17.48,7.21,5.33,22.28,3.08,,17.65,9.09,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,50,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,110,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U16,Complete,8.14,30.9,29.9,29.89,19.96,31.94,20.71,6.62,6.84,14.9,4.2,,16.13,5.23,60,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,60,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U17,Complete,8.22,34.48,34.45,34.43,21.05,25.26,15.19,7,4.86,18.04,3.06,,17.62,7.88,70,110,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,70,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U18,Complete,1.59,23.18,14.83,14.82,11.16,16.88,17.27,4.71,2.64,12.71,2.4,,9.29,2.96,70,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,2,1,2,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U19,Complete,3.42,23.22,23.19,22.01,17.24,19.77,12.37,7.19,6.45,12.52,3.5,,11.43,4.95,50,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,60,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U20,Complete,1.29,19.54,14.68,14.66,9.08,17.54,14.9,3.92,3.68,8.08,0.92,,10.38,3.9,50,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U21,Complete,3.04,24.21,20.06,20.04,12.1,21.89,30.41,5.13,5.5,17.08,1.5,,8.07,2.71,70,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U22,Complete,3.2,23.13,18.72,18.68,12.42,28.17,34.13,3.52,3.81,14.83,1.1,,10.53,3.59,110,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,60,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U23,,2.09,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U24,Complete,1.75,17.85,15.33,15.31,21.31,25.06,15.51,3.58,2.92,6.25,2.54,,20.57,3.43,100,70,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U25A,,28.05,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U25A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U25B,Trans Prox,37.53,41.77,25.84,25.83,52.84,54.92,61.29,14.48,17.49,25.63,19.79,,52.71,12.44,110,90,Cortical,Absent,Herztian,Pronounced,Absent,Step,Quartzite,0,100,4,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U25B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U26,Complete,55.11,54.18,46.95,46.83,37.11,58.98,45.31,12.74,19.21,28.04,7.48,,32.33,12,110,90,Cortical,Present,Herztian,Pronounced,Absent,Feather,Quartzite,30,100,3,1,3,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U27,Complete,16.09,40.9,40.83,40.6,25.95,36.35,19.44,8.53,6.65,23.58,3.22,,20.42,9.55,110,60,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,30,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U29A,Complete,8.77,41.15,32.09,32.06,18.05,33.32,49.32,5.12,6.04,27.98,6.32,,13.8,6.15,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U29A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U28,Complete,47.31,44.59,44.46,44.46,35,46.4,26.24,18.89,15.09,24.03,9.77,,29.15,15.47,110,70,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,50,100,2,1,2,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U29B,Complete,17.95,38.54,38.51,36.64,29.67,33.84,26.95,12.62,9.9,12.43,4.35,,32.55,12.95,100,70,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,3,1,2,2,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U29B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U30,Complete,9.14,25.11,22.51,22.51,38.06,30.01,18.2,9.66,11.18,9,3.84,,36.33,10.52,100,60,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,3,1,1,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U31A,Complete,1.98,21.69,21.37,21.36,12.01,13.1,12.21,6,5.88,10.9,4,,12.03,5.52,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U31A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U31B,Long R,3.06,19.38,19.34,19.33,21.9,17.66,10.36,6.77,4.61,7.43,1.68,,17.09,7.45,80,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U31B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U32A,Trans Prox,6.87,23.92,19.24,19.19,23.27,27.61,32.6,8.23,10.78,18.64,10.22,,23.16,6.65,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U32A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U32B,Trans Prox,21.54,34.4,23.25,23.23,31.01,37.68,38.14,10.45,13.99,22.77,17.74,,30.92,9.71,100,70,Cortical,Present,Herztian,Diffuse,Absent,Step,Quartzite,0,100,4,1,1,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U32B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U33,Complete,1.53,17.69,17.67,17.66,14.46,16.14,8.64,4.52,4.8,6.62,1.7,,13.31,4.3,110,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U34,Complete,0.56,13.5,12.39,12.36,10.98,11.68,8.97,3.59,2.51,7.02,1.09,,8.48,3.77,100,60,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U35A,Trans Prox,2.58,22.27,15.42,15.4,20.59,20.37,18.93,5.01,5.64,6.74,4.34,,14.86,4.26,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U35A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U35B,Complete,8.42,31.31,29.51,24.09,41.11,38.4,17.98,5.09,4.62,9.28,1.52,,37.79,5.25,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,3,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U35B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U35C,Complete,1.91,18.67,15.71,15.69,13.95,26.45,13.72,4.07,5.13,9.35,1.36,,7.92,2.08,110,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U35C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,U36,Complete,1.09,17.2,17.19,17.12,15.3,17.06,10.85,2.72,3.43,10.13,0.61,,13.77,3.52,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,2,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,U36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,Xend,,122.45,,,16.42,76.32,79.65,75.9,35.72,40.3,8.57,34.19,,72.13,37.03,,,,,,,,,Quartzite,,100,,1,,0,0,,Absent,20,16.41,10.39,5.42,18.86,12.06,70,Feather,6.22,8.27,5.77,2.54,70,Feather,15.82,9.95,16.97,11.68,70,Feather,12.44,5.7,11.14,6.33,100,Feather,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,220,,,4,4,No,Present,Xend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centrip,0,0,0.363,0,,,,
11/30/05,X1,,24.88,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X2,Complete,1.84,17.32,13.58,13.56,21.51,26.88,19.71,4.9,3.87,9.66,1.87,,17.26,4.23,100,70,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,90,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X3,Complete,0.83,14.61,10.32,10.31,19.35,18.11,15.2,3.83,2.29,3.41,0.74,,16.42,3.86,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X4,Complete,0.93,11.73,10.69,10.69,18.56,23.15,16.38,3.78,2.56,5.6,0.35,,13.13,3.59,90,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X5,Complete,1.29,14.91,14.04,14.04,16.97,15.33,13.88,3.9,3.87,3.24,3.24,,15.04,1.9,110,70,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,10,100,1,0,1,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/30/05,X6,Complete,0.74,14.85,11.82,11.45,14.44,17.71,11.19,3.05,2.17,7.31,1.05,,14.81,3.31,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,30,100,1,0,1,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
